Date,Open,High,Low,Close,Adj Close,Volume
2020-09-24,394.850006,405.500000,393.000000,401.799988,401.799988,431987
2020-09-25,400.700012,401.000000,392.500000,400.200012,400.200012,462863
2020-09-28,404.000000,407.200012,401.000000,405.899994,405.899994,387984
2020-09-29,404.850006,409.950012,402.899994,409.950012,409.950012,335336
2020-09-30,405.200012,409.500000,399.399994,399.399994,399.399994,595051
2020-10-01,404.200012,411.200012,404.000000,409.700012,409.700012,522770
2020-10-02,404.450012,407.649994,402.000000,407.649994,407.649994,369092
2020-10-05,410.000000,414.100006,408.899994,412.549988,412.549988,360824
2020-10-06,412.450012,414.100006,407.450012,411.200012,411.200012,298711
2020-10-07,413.000000,416.549988,407.350006,410.750000,410.750000,339680
2020-10-08,412.549988,414.450012,406.000000,407.200012,407.200012,295725
2020-10-09,408.049988,411.899994,406.100006,411.899994,411.899994,275802
2020-10-12,412.700012,418.549988,411.600006,418.250000,418.250000,340973
2020-10-13,417.500000,418.399994,414.100006,416.750000,416.750000,268226
2020-10-14,416.750000,417.549988,409.450012,412.200012,412.200012,329409
2020-10-15,408.950012,409.100006,399.950012,403.000000,403.000000,542296
2020-10-16,422.450012,435.750000,422.450012,432.600006,432.600006,904898
